               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.011242,           0.0036425,                   0,             0.93273,             0.63058,             0.73508,             0.45805,            0.017463,           0.0044796,                   0,            0.002485,            0.002485,            0.002485
                 169,            0.011105,           0.0045104,                   0,             0.93237,             0.62718,             0.73515,             0.48565,            0.016816,           0.0044924,                   0,             0.00244,             0.00244,             0.00244
                 170,             0.01427,           0.0057252,                   0,             0.90805,             0.63636,             0.73366,             0.46261,            0.017259,            0.004442,                   0,            0.002395,            0.002395,            0.002395
                 171,            0.015213,           0.0040944,                   0,             0.91636,             0.63636,             0.72948,               0.451,            0.017517,           0.0044463,                   0,             0.00235,             0.00235,             0.00235
                 172,            0.015121,           0.0062859,                   0,             0.92007,             0.63636,             0.73022,              0.4811,            0.016023,            0.004465,                   0,            0.002305,            0.002305,            0.002305
                 173,            0.011895,           0.0045095,                   0,             0.92061,             0.63636,              0.7285,             0.46356,            0.016333,           0.0044641,                   0,             0.00226,             0.00226,             0.00226
                 174,              0.0124,           0.0047951,                   0,             0.91812,             0.63636,             0.71764,              0.4541,             0.01657,           0.0045632,                   0,            0.002215,            0.002215,            0.002215
                 175,            0.012931,           0.0036243,                   0,             0.92266,             0.63636,             0.71637,             0.45825,            0.016326,           0.0045461,                   0,             0.00217,             0.00217,             0.00217
                 176,            0.014159,           0.0058846,                   0,             0.93268,             0.63015,             0.70466,             0.43686,            0.017313,           0.0045365,                   0,            0.002125,            0.002125,            0.002125
                 177,            0.011878,           0.0042905,                   0,             0.93279,             0.63116,             0.70029,             0.43219,            0.016517,           0.0045413,                   0,             0.00208,             0.00208,             0.00208
                 178,            0.012193,           0.0047691,                   0,             0.91758,             0.59091,             0.70493,             0.44264,            0.016247,           0.0045245,                   0,            0.002035,            0.002035,            0.002035
                 179,            0.011401,           0.0043543,                   0,             0.92023,             0.59091,             0.69125,             0.41564,            0.016791,           0.0045512,                   0,             0.00199,             0.00199,             0.00199
                 180,            0.010831,           0.0043368,                   0,             0.92692,             0.59091,             0.69438,             0.43969,            0.016098,           0.0045551,                   0,            0.001945,            0.001945,            0.001945
                 181,            0.011048,           0.0050563,                   0,             0.92743,             0.58143,             0.69257,              0.4508,            0.015931,           0.0045776,                   0,              0.0019,              0.0019,              0.0019
                 182,            0.010672,           0.0037007,                   0,             0.83226,             0.59091,              0.6941,             0.47982,            0.015271,           0.0045596,                   0,            0.001855,            0.001855,            0.001855
                 183,            0.014886,           0.0059142,                   0,             0.82571,             0.59091,             0.70163,             0.45517,            0.015874,           0.0045129,                   0,             0.00181,             0.00181,             0.00181
                 184,            0.012356,           0.0043552,                   0,             0.77493,             0.62647,               0.708,             0.47401,            0.015707,           0.0044343,                   0,            0.001765,            0.001765,            0.001765
                 185,            0.013322,           0.0051281,                   0,             0.77647,             0.63182,             0.71078,             0.47368,            0.015948,           0.0044247,                   0,             0.00172,             0.00172,             0.00172
                 186,            0.012804,           0.0043002,                   0,             0.76419,             0.63636,             0.71293,              0.4685,             0.01639,            0.004393,                   0,            0.001675,            0.001675,            0.001675
                 187,            0.013802,            0.004076,                   0,             0.84515,             0.59091,             0.71675,             0.46942,            0.016689,           0.0043729,                   0,             0.00163,             0.00163,             0.00163
                 188,            0.011945,           0.0037366,                   0,             0.74744,             0.67297,             0.72418,             0.48357,            0.016018,           0.0043873,                   0,            0.001585,            0.001585,            0.001585
                 189,            0.014474,           0.0061183,                   0,             0.86093,             0.59091,             0.72473,             0.47877,            0.016356,            0.004374,                   0,             0.00154,             0.00154,             0.00154
                 190,            0.012564,            0.004129,                   0,             0.72738,             0.68182,             0.72584,             0.47584,            0.016053,           0.0043795,                   0,            0.001495,            0.001495,            0.001495
                 191,            0.014494,           0.0042844,                   0,             0.78818,             0.67679,             0.73407,              0.4528,            0.017187,           0.0043474,                   0,             0.00145,             0.00145,             0.00145
                 192,            0.013343,           0.0044063,                   0,             0.89722,             0.59091,             0.73215,             0.47721,            0.016765,           0.0043107,                   0,            0.001405,            0.001405,            0.001405
                 193,            0.012931,             0.00525,                   0,             0.79008,             0.68182,             0.73601,             0.49284,            0.016228,           0.0042779,                   0,             0.00136,             0.00136,             0.00136
                 194,            0.013054,           0.0054848,                   0,             0.79192,             0.63636,              0.7342,             0.50176,            0.015653,           0.0042572,                   0,            0.001315,            0.001315,            0.001315
                 195,            0.011807,           0.0032405,                   0,             0.78442,             0.63636,             0.73383,               0.489,             0.01572,           0.0042671,                   0,             0.00127,             0.00127,             0.00127
                 196,            0.013996,           0.0060248,                   0,             0.78305,             0.63636,             0.73446,             0.48507,            0.015817,           0.0042241,                   0,            0.001225,            0.001225,            0.001225
